location,title,price_eur,rooms,m2,build_material,year,page,kinder_garden,metro_station
Obela 2,"Tristaen apartament, j.k. ”Obela 2”
Obela 2, Sofia",123000EUR,3,85,Panel,1988,79,1,1
Hadji Dimit_r,"Apartament Hadji Dimit_r
Hadji Dimit_r, Sofia",110000EUR,2,54,Panel,1971,79,1,1
Lozenez,"Tristaen ap. za prodajba v kv. Lozenez, s vkl. parkomasto v zenata
Lozenez, Sofia",390000EUR,3,143,Tuhla,2007,79,1,1
Dianabad,"Tristaen apartament s golama terasa v Dianabad/Studentski grad v blizost do hotel Vega
Dianabad, Sofia",238000EUR,3,185,Tuhla,2023,79,1,1
Lozenez,"Tristaen v Lozenez, gr. Sofia
Lozenez, Sofia",409000EUR,3,102,Tuhla,2005,80,0,0
Boana,"Otlicen mezonet s vpecatlavasi gledki k_m stolizata i Vitosa
 Boana, Sofia",475000EUR,10,245,Tuhla,n/a,80,0,0
Banisora,"Dvustaen apartament v Banisora do Zentralna JP Gara
Banisora, Sofia",90000EUR,2,41,EPK/PK,2022,80,0,0
Malinova Dolina,"Bez komisiona! Tristaen apartament Malinova dolina
Malinova Dolina, Sofia",231280EUR,3,155,Tuhla,2024,80,0,0
Malinova Dolina,"Bez komisiona! Tristaen apartament Malinova dolina
Malinova Dolina, Sofia",197500EUR,3,132,Tuhla,2024,80,0,0
Drujba 1,"Dvustaen apartament 68 kv.m Panel 1972 g. 6 etaj
Drujba 1, Sofia",122000EUR,2,68,Panel,1972,80,0,0
Malinova Dolina,"Bez komisiona! Tristaen apartament Malinova dolina
Malinova Dolina, Sofia",167292EUR,3,123,Tuhla,2023,80,0,0
Malinova Dolina,"Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",99818EUR,2,72,Tuhla,2024,80,0,0
Malinova Dolina,"Bez komisiona! Tristaen apartament Malinova dolina
Malinova Dolina, Sofia",149836EUR,3,109,Tuhla,2024,80,0,0
Malinova Dolina,"Bez komisiona! Tristaen apartament Malinova dolina
Malinova Dolina, Sofia",155358EUR,3,113,Tuhla,2024,80,0,0
s. Kladniza,"Bez komisiona! Tristaen apartament s. Kladniza
s. Kladniza, Sofia",154060EUR,3,93,Tuhla,2024,80,0,0
Borovo,"3-staen, kv. Borovo, Sofia
Borovo, Sofia",165000EUR,3,77,Panel,1990,80,0,0
Manastirski Livadi,"Tristaen, Manastirski livadi - Iztok
Manastirski Livadi, Sofia",272000EUR,3,136,Tuhla,2023,80,0,0
Mladost 4,"Ednostaen apartament s dvor 6kv.m.
Mladost 4, Sofia",85000EUR,0,42,Tuhla,n/a,80,0,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 50 kv.m.
Malinova Dolina, Sofia",116202EUR,2,75,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 40 kv.m.
Malinova Dolina, Sofia",121894EUR,2,81,Tuhla,2023,80,1,0
Malinova Dolina,"Tristaen apartament v Malinova dolina s dvor 70 kv.m.
Malinova Dolina, Sofia",170968EUR,3,110,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 80 kv.m.
Malinova Dolina, Sofia",106918EUR,2,70,Tuhla,2023,80,1,0
Malinova Dolina,"Tristaen apartament v Malinova dolina s dvor 130 kv.m.
Malinova Dolina, Sofia",160652EUR,3,108,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 80 kv.m.
Malinova Dolina, Sofia",114238EUR,2,64,Tuhla,2023,80,1,0
Malinova Dolina,"tristaen apartament v Malinova dolina s dvor 70 kv.m.
Malinova Dolina, Sofia",171024EUR,3,110,Tuhla,2023,80,1,0
Malinova Dolina,"Tristaen apartament v Malinova dolina s dvor 70kv.m.
Malinova Dolina, Sofia",171024EUR,3,110,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 65kv.m.
Malinova Dolina, Sofia",98032EUR,2,68,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 80 kv.m.
Malinova Dolina, Sofia",105977EUR,2,69,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 80kv.m.
Malinova Dolina, Sofia",187405EUR,2,69,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",95000EUR,2,68,Tuhla,2023,80,1,0
Malinova Dolina,"Tristaen apartament v Malinova dolina s dvor 75 kv.m.
Malinova Dolina, Sofia",160588EUR,3,114,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",105000EUR,2,69,Tuhla,2023,80,1,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina s dvor 40 kv.m.
Malinova Dolina, Sofia",88517EUR,2,68,Tuhla,2023,80,1,0
Malinova Dolina,"Tristaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",155000EUR,3,119,Tuhla,2023,81,0,0
B_kston,"Jilisno-administrativna sgrada v kv. B_kston
 B_kston, Sofia",109375EUR,2,34.41,Tuhla,2025,81,0,0
Karpuziza,"Malka sgrada s_s samo 17 apartamenta v kv. Karpuziza
 Karpuziza, Sofia",119000EUR,3,82.02,Tuhla,2024,81,0,0
Suhata reka,"Malka sgrada s AKT 14 v j.k. Suhata reka
 Suhata reka, Sofia",83000EUR,0,58.08,Tuhla,2024,81,0,0
Drujba 2,"Nov gradski kompleks v kv. Drujba 2
 Drujba 2, Sofia",121003EUR,2,94.11,Tuhla,2023,81,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - zapad, 136 kv.m., 392000 €
Manastirski Livadi, Sofia",392000EUR,3,136,EPK/PK,n/a,81,0,0
Boana,"3-staen, Sofia, Boana, 105 kv.m., 260000 €
Boana, Sofia",260000EUR,3,105,Tuhla,n/a,81,0,0
Boana,"2-staen, Sofia, Boana, 68.3 kv.m., 160000 €
Boana, Sofia",160000EUR,2,68,Tuhla,n/a,81,0,0
Boana,"3-staen, Sofia, Boana, 120.41 kv.m., 300000 €
Boana, Sofia",300000EUR,3,120,Tuhla,n/a,81,0,0
Kr_stova Vada,"2-staen, Sofia, Kr_stova vada, 62 kv.m., 176200 €
Kr_stova Vada, Sofia",176200EUR,2,62,EPK/PK,n/a,81,0,0
Razsadnika,"3-staen, Sofia, Razsadnika, 96 kv.m., 260000 €
Razsadnika, Sofia",260000EUR,3,96,Tuhla,n/a,81,0,0
Dragalevzi,"Mnogostaen, Sofia, Dragalevzi, 220 kv.m., 399500 €
Dragalevzi, Sofia",399500EUR,4,220,Tuhla,n/a,81,0,0
Borovo,"2-staen, Sofia, Borovo, 62 kv.m., 145000 €
Borovo, Sofia",145000EUR,2,62,Panel,n/a,81,0,0
Banisora,"3-staen, Sofia, Banisora, 79 kv.m., 175000 €
Banisora, Sofia",175000EUR,3,79,Panel,n/a,81,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 80 kv.m., 240000 €
Mladost 4, Sofia",240000EUR,3,80,Tuhla,n/a,81,0,0
Zent_r,"3-staen, Sofia, Zent_r, 101 kv.m., 189000 €
Zent_r, Sofia",189000EUR,3,101,Tuhla,n/a,81,0,0
Ovca Kupel 2,"Mnogostaen, Sofia, Ovca kupel 2, 130 kv.m., 162845 €
Ovca Kupel 2, Sofia",162845EUR,4,130,Tuhla,n/a,81,0,0
Goze Delcev,"Tristaen v j.k. Goze Delcev
Goze Delcev, Sofia",170000EUR,3,75,Tuhla,1970,81,0,0
Banisora,"Prodava se! Dvustaen apartament v Banisora
Banisora, Sofia",50000EUR,2,120,Tuhla,2010,81,0,0
Boana,"Cetiristaen apartament s vpecatlavasi gledki k_m stolizata i Vitosa
 Boana, Sofia",475000EUR,4,245,Tuhla,n/a,81,0,0
Krasno Selo,"Dvustaen apartament 64 kv.m EPK/PK 1980 g. 1 etaj P_rvi jilisen
Krasno Selo, Sofia",125000EUR,2,64,EPK/PK,1980,81,0,0
Lulin 6,"Dvustaen apartament v kv. Lulin 6
Lulin 6, Sofia",92902EUR,2,68,Tuhla,2024,81,0,0
Lulin 6,"Tristaen apartament v Lulin 6 s AKT 14!!!
Lulin 6, Sofia",116360EUR,3,90,Tuhla,n/a,81,0,0
Lulin 6,"Cetiristaen apartament v Lulin 6 s AKT 14!!!
Lulin 6, Sofia",162550EUR,4,125,Tuhla,n/a,81,0,0
Lulin 5,"Tristaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",116360EUR,3,90,Tuhla,n/a,81,0,0
Lulin 6,"Tristaen apartament v Lulin 6 s AKT 14!!!
Lulin 6, Sofia",104800EUR,3,91,Tuhla,n/a,81,0,0
Lulin 6,"Tristaen apartament v Lulin 6 s AKT 14!!!
Lulin 6, Sofia",98000EUR,3,65,Tuhla,n/a,81,0,0
Lulin 6,"Tristaen apartament v Lulin 6 s AKT 14!!!
Lulin 6, Sofia",144300EUR,3,125,Tuhla,n/a,81,0,0
Lulin 5,"Dvustaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",78350EUR,2,65,Tuhla,n/a,81,0,0
Lulin 6,"Dvustaen apartament v Lulin 6 s AKT 14!!!
Lulin 6, Sofia",78350EUR,2,55,Tuhla,n/a,81,0,0
Lulin 5,"Cetiristaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",162550EUR,4,135,Tuhla,n/a,82,0,0
Lulin 5,"Tristaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",104800EUR,3,91,Tuhla,n/a,82,0,0
Lulin 5,"Tristaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",144300EUR,3,125,Tuhla,n/a,82,0,0
Pavlovo,"Tristaen apartament 71 kv.m Tuhla 2023 g. 1 etaj P_rvi jilisen
Pavlovo, Sofia",102500EUR,3,71,Tuhla,2023,82,0,0
Pavlovo,"Dvustaen apartament 72 kv.m Tuhla 2023 g. 2 etaj Neposleden
Pavlovo, Sofia",113500EUR,2,72,Tuhla,2023,82,0,0
Pavlovo,"Tristaen apartament 162 kv.m Tuhla 2023 g. 4 etaj Posleden etaj
Pavlovo, Sofia",192000EUR,3,162,Tuhla,2023,82,0,0
Pavlovo,"Tristaen apartament 139 kv.m Tuhla 2023 g. 4 etaj Posleden etaj
Pavlovo, Sofia",177000EUR,3,139,Tuhla,2023,82,0,0
Lulin 7,"Dvustaen apartament 50 kv.m Panel 1980 g. 8 etaj Posleden etaj
Lulin 7, Sofia",81000EUR,2,50,Panel,1980,82,0,0
Banisora,"2-staen, panel, Banisora - Fondovi jilisa, do metro
Banisora, Sofia",97000EUR,2,65,Panel,1975,82,0,1
Reduta,"Cudesen tristaen apartament za prodajba v kv. Reduta
Reduta, Sofia",199400EUR,3,106,Tuhla,2022,82,0,1
Drujba 1,"Tristaen, ujen, panoramen! Drujba 1 na bul. Iztocna tangenta!
Drujba 1, Sofia",118450EUR,3,109,Tuhla,2023,82,0,1
Obela 2,"Dvustaen apartament 62 kv.m EPK/PK 1988 g. 14 etaj
Obela 2, Sofia",73000EUR,2,62,EPK/PK,1988,82,0,1
Reduta,"Tristaen v Reduta
Reduta, Sofia",199600EUR,3,106,Tuhla,2022,82,0,1
m. G_rdova glava,"Prodajba Mezonet gr. Sofia - m-t G_rdova glava 194m²
m. G_rdova glava, Sofia",300000EUR,10,194,Tuhla,n/a,82,0,1
Oborise,"Tristaen apartament v Oborise
Oborise, Sofia",267000EUR,3,110,Tuhla,1995,82,0,1
Lulin 6,"Dvustaen v Lulin 6
Lulin 6, Sofia",68000EUR,2,45,Panel,1980,82,0,1
Hadji Dimit_r,"Dvustaen v Hadji Dimit_r
Hadji Dimit_r, Sofia",100000EUR,2,65,Panel,1986,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",250194EUR,3,109,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",343545EUR,3,188,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",191453EUR,3,85,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",259562EUR,3,117,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",283674EUR,3,135,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",244555EUR,3,110,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev s AKT 14!!!
Goze Delcev, Sofia",318803EUR,3,146,Tuhla,n/a,82,0,1
Goze Delcev,"Tristaen apartament v Goze Delcev AKT 14!!!
Goze Delcev, Sofia",240504EUR,3,109,Tuhla,n/a,83,0,0
Ovca Kupel 1,"2-staen Ovca kupel 1
Ovca Kupel 1, Sofia",147000EUR,2,67,Tuhla,2022,83,0,0
Zona B19,"Dvustaen apartament v j.k. Zona B-19
Zona B19, Sofia",119000EUR,2,58,Tuhla,2008,83,0,0
Dragalevzi,"Panoramen mezonet v kv. Dragalevzi
Dragalevzi, Sofia",235000EUR,10,147,Tuhla,2019,83,0,0
Mladost 4,"dvustaen parteren apartament v Mladost 4
Mladost 4, Sofia",115500EUR,2,71,Tuhla,2023,83,0,1
Malinova Dolina,"dvustaen apartament s dvor v kv. Malinova dolina
 Malinova Dolina, Sofia",127600EUR,2,170,Tuhla,2023,83,0,1
Malinova Dolina,"tristaen apartament s dvor v kv. Malinova dolina
 Malinova Dolina, Sofia",176980EUR,3,165,Tuhla,2024,83,0,1
Malinova Dolina,"tristaen apartament v kv. Malinova dolina pred akt 14
 Malinova Dolina, Sofia",161035EUR,3,108,Tuhla,2022,83,0,1
Malinova Dolina,"cetiristaen apartament v kv. Malinova dolina pred akt 14
 Malinova Dolina, Sofia",185789EUR,4,128,Tuhla,2022,83,0,1
Malinova Dolina,"dvustaen iztocen apartament v kv. Malinova dolina
 Malinova Dolina, Sofia",112448EUR,2,77,Tuhla,2022,83,0,1
Malinova Dolina,"dvustaen apartament v kv. Malinova dolina
 Malinova Dolina, Sofia",114202EUR,2,74,Tuhla,2023,83,0,1
Malinova Dolina,"ednoprostranstven apartament v kv. Malinova dolina
 Malinova Dolina, Sofia",71662EUR,0,43,Tuhla,2023,83,0,1
Malinova Dolina,"tristaen apartament pred akt 15 v kv. Malinova dolina
 Malinova Dolina, Sofia",154000EUR,3,107,Tuhla,2021,83,0,1
Malinova Dolina,"dvustaen apartament v kv. Malinova dolina pred akt 14
 Malinova Dolina, Sofia",97614EUR,2,67,Tuhla,2022,83,0,1
Malinova Dolina,"dvustaen apartament pred akt 14 v kv. Malinova dolina
 Malinova Dolina, Sofia",100717EUR,2,69,Tuhla,2022,83,0,1
Gorublane,"Dvustaen ap. za prodajba v Gorublane
Gorublane, Sofia",91000EUR,2,56,Tuhla,2024,83,0,1
Boana,"Moderna butikova nova sgrada v kvartal Boana
Boana, Sofia",120181EUR,2,63,Tuhla,2023,83,0,1
Boana,"Moderna sgrada v Boana
Boana, Sofia",178621EUR,3,94,Tuhla,2023,83,0,1
Tolstoj,"Dvustaen apartament- kv. Tolstoj, gr. Sofia
 Tolstoj, Sofia",159000EUR,2,70,Panel,1969,83,0,1
Nadejda 2,"dvustaen apartament v novostroasa se butikova sgrada v kv. Nadejda 2
Nadejda 2, Sofia",167800EUR,2,116,Tuhla,2023,83,0,1
Zent_r,"Obzaveden apartament do Vitoska
Zent_r, Sofia",215000EUR,3,74,Tuhla,1960,83,0,1
Ovca Kupel 2,"Tristaen apartament novo stroitelstvo do bolniza ”Doverie”
 Ovca Kupel 2, Sofia",171649EUR,3,124.99,Tuhla,2023,83,0,1
Ovca Kupel 2,"Tristaen apartament s dvor v nova sgrada do bolniza ”Doverie”
 Ovca Kupel 2, Sofia",124173EUR,3,96.44,Tuhla,2023,83,0,1
D_rveniza,"Prostoren apartament s gledka, do udobstva
 D_rveniza, Sofia",149000EUR,2,64,Tuhla,n/a,83,0,1
Drujba 1,"Dvustaen apartament 70 kv.m Panel 1969 g. 5 etaj Neposleden
Drujba 1, Sofia",115000EUR,2,70,Panel,1969,83,0,1
Strelbise,"Dvustaen apartament Strelbise
Strelbise, Sofia",199000EUR,2,87,Tuhla,2007,84,0,0
Ovca Kupel,"PRED AKT 16! Dvustaen apartament Ovca kupel
Ovca Kupel, Sofia",99000EUR,2,61,Tuhla,2023,84,0,0
Kr_stova Vada,"Bez komisiona! Mezonet Kr_stova vada
Kr_stova Vada, Sofia",418000EUR,10,209,Tuhla,2023,84,0,0
Krasno Selo,"Mnogostaen apartament Krasno selo
Krasno Selo, Sofia",234000EUR,4,151,Tuhla,1980,84,0,0
Nadejda 3,"Ednostaen ap. za prodajba v kv. Nadejda 3
Nadejda 3, Sofia",78000EUR,0,45,Panel,1980,84,0,0
Nadejda 2,"Tristaen apartament v nova sgrada do metrostanzia Nadejda
 Nadejda 2, Sofia",150500EUR,3,92,Tuhla,2000,84,0,0
Nadejda 2,"Tristaen apartament do metro v kv. Nadejda 2
 Nadejda 2, Sofia",173860EUR,3,106,Tuhla,2000,84,0,0
Levski,"Prekrasna nova sgrada v izklucitelno komunikativen rajon
 Levski, Sofia",73264EUR,2,54.27,Tuhla,2024,84,0,0
Vitosa,"Jilisna sgrada s podzemen garaj v kv. Vitosa
 Vitosa, Sofia",105720EUR,2,72.91,Tuhla,2024,84,0,0
Banisora,"AMur Homes - elitna sgrada s zentralna lokazia i v blizost do udobstva
 Banisora, Sofia",118142EUR,2,79.45,Tuhla,2000,84,0,0
Zent_r,"Mnogostaen, Sofia, Zent_r, 103 kv.m., 350000 €
Zent_r, Sofia",350000EUR,4,103,Tuhla,n/a,84,0,0
Boana,"2-staen, Sofia, Boana, 84 kv.m., 205000 €
Boana, Sofia",205000EUR,2,84,Tuhla,n/a,84,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 130 kv.m., 214600 €
Manastirski Livadi, Sofia",214600EUR,3,130,EPK/PK,n/a,84,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 134 kv.m., 227580 €
Manastirski Livadi, Sofia",227580EUR,3,134,EPK/PK,n/a,84,0,0
Mladost 3,"3-staen, Sofia, Mladost 3, 105 kv.m., 205000 €
Mladost 3, Sofia",205000EUR,3,105,EPK/PK,n/a,84,0,0
Ovca Kupel 2,"2-staen, Sofia, Ovca kupel 2, 73.77 kv.m., 110000 €
Ovca Kupel 2, Sofia",110000EUR,2,74,Tuhla,n/a,84,0,0
Zent_r,"Mnogostaen, Sofia, Zent_r, 222 kv.m., 486000 €
Zent_r, Sofia",486000EUR,4,222,Tuhla,n/a,84,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 116 kv.m., 225000 €
Manastirski Livadi, Sofia",225000EUR,3,116,Tuhla,n/a,84,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 107 kv.m., 174410 €
Mladost 4, Sofia",174410EUR,3,107,Tuhla,n/a,84,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 65 kv.m., 111787 €
Mladost 4, Sofia",111787EUR,2,65,Tuhla,n/a,84,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 66 kv.m., 112020 €
Mladost 4, Sofia",112020EUR,2,66,Tuhla,n/a,84,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 62 kv.m., 103020 €
Mladost 4, Sofia",103020EUR,2,62,Tuhla,n/a,84,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 62 kv.m., 97434 €
Mladost 4, Sofia",97434EUR,2,62,Tuhla,n/a,84,0,0
Lozenez,"3-staen, Sofia, Lozenez, 81 kv.m., 209900 €
Lozenez, Sofia",209900EUR,3,81,Tuhla,n/a,84,0,1
Ivan Vazov,"Mnogostaen, Sofia, Ivan Vazov, 155 kv.m., 462000 €
Ivan Vazov, Sofia",462000EUR,4,155,Tuhla,n/a,84,0,1
Hladilnika,"Tristaen apartament za prodajba v sgrada s Akt 16, nahodas se v kv. Hladilnika.
 Hladilnika, Sofia",230000EUR,3,124,Tuhla,2023,84,0,1
Mladost 3,"Prodavam apartament BEZ POSREDNIK
Mladost 3, Sofia",110000EUR,0,50,EPK/PK,1980,84,0,1
Ovca Kupel 2,"Nap_lno obzaveden! Gotov za Nanasane!
Ovca Kupel 2, Sofia",169998EUR,3,90,Panel,1990,84,0,1
Vitosa,"Apartament s 3 spalni v_v Vitosa
Vitosa, Sofia",270000EUR,4,150,Tuhla,2023,84,0,1
Vitosa,"Tristaen apartament v kv. Vitosa
Vitosa, Sofia",190000EUR,3,103,Tuhla,2025,85,0,0
Malinova Dolina,"Dvustaen apartament s akt 15 v kv. Malinova dolina
Malinova Dolina, Sofia",108000EUR,2,70,Tuhla,2023,85,0,0
Studentski Grad,"Tristaen apartament v kv. Studentski grad
Studentski Grad, Sofia",260000EUR,3,164,Tuhla,2023,85,0,0
Studentski Grad,"Cetiristaen apartament v kv. Studentski grad
Studentski Grad, Sofia",303000EUR,4,155,Tuhla,2023,85,0,0
Studentski Grad,"Dvustaen apartament v kv. Studentski grad
Studentski Grad, Sofia",99000EUR,2,56,Tuhla,2023,85,0,0
Studentski Grad,"Tristaen apartament v kv. Studentski grad
Studentski Grad, Sofia",230000EUR,3,130,Tuhla,2023,85,0,0
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",158600EUR,3,125,Tuhla,2024,85,0,0
Malinova Dolina,"Cetiristaen apartament s_s sobstven dvor v kv. Malinova dolina
Malinova Dolina, Sofia",239800EUR,4,161,Tuhla,2024,85,0,0
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",149500EUR,3,115,Tuhla,2024,85,0,0
Obela 2,"Dvustaen apartament v j.k. Obela 2
Obela 2, Sofia",105000EUR,2,65,Panel,1987,85,0,0
Malinova Dolina,"Tristaen apartament v j.k. Malinova dolina
Malinova Dolina, Sofia",250000EUR,3,120,Tuhla,2021,85,0,0
Lozenez,"Tristaen apartament v Lozenez
Lozenez, Sofia",369707EUR,3,132,Tuhla,n/a,85,0,0
Lozenez,"Dvustaen apartament v Lozenez
Lozenez, Sofia",303824EUR,2,108,Tuhla,n/a,85,0,0
Lozenez,"Tristaen apartament v Lozenez
Lozenez, Sofia",431708EUR,3,154,Tuhla,n/a,85,0,0
Lozenez,"Tristaen apartament v Lozenez
Lozenez, Sofia",485275EUR,3,173,Tuhla,n/a,85,0,0
Lozenez,"Dvustaen apartament v Lozenez
Lozenez, Sofia",217775EUR,2,79,Tuhla,n/a,85,0,0
Lozenez,"Cetiristaen apartament v Lozenez
Lozenez, Sofia",582472EUR,4,208,Tuhla,n/a,85,0,0
Lozenez,"Tristaen apartament v Lozenez
Lozenez, Sofia",620633EUR,3,221,Tuhla,n/a,85,0,0
Lozenez,"Tristaen apartament v Lozenez
Lozenez, Sofia",620633EUR,3,222,Tuhla,n/a,85,0,0
Lozenez,"Cetiristaen apartament v Lozenez
Lozenez, Sofia",709020EUR,4,253,Tuhla,n/a,85,0,0
Lozenez,"Dvustaen apartament v Lozenez s dvor
Lozenez, Sofia",192760EUR,2,74,Tuhla,n/a,85,0,0
Lozenez,"Dvustaen apartament v Lozenez s dvor
Lozenez, Sofia",198497EUR,2,76,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",231500EUR,3,120,Tuhla,n/a,85,0,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",169000EUR,2,90,Tuhla,n/a,85,0,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",149500EUR,2,77,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",258000EUR,3,147,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",249000EUR,3,130,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",265000EUR,3,140,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s terasa 70 kv.m. AKT 15!!!
Kr_stova Vada, Sofia",238000EUR,3,180,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",224000EUR,3,119,Tuhla,n/a,85,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",236000EUR,3,125,Tuhla,n/a,86,0,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",149000EUR,2,78,Tuhla,n/a,86,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",201500EUR,3,106,Tuhla,n/a,86,0,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s terasa 300kv.m. AKT 15!!!
Kr_stova Vada, Sofia",166000EUR,2,77,Tuhla,n/a,86,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",226000EUR,3,123,Tuhla,n/a,86,0,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",139000EUR,2,72,Tuhla,n/a,86,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s dvor 130 kv.m. AKT 15!!!
Kr_stova Vada, Sofia",201000EUR,3,150,Tuhla,n/a,86,0,0
Lulin 5,"Tristaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",83900EUR,3,65,Tuhla,n/a,86,0,0
Karpuziza,"Ednostaen apartament v Karpuziza s AKT 16!!!
Karpuziza, Sofia",75000EUR,0,45,Tuhla,n/a,86,0,0
Lulin 5,"Tristaen apartament v Lulin 5 s AKT 14!!!
Lulin 5, Sofia",122600EUR,3,89,Tuhla,n/a,86,0,0
Oborise,"Dvustaen apartament v Oborise
Oborise, Sofia",235000EUR,2,75,Tuhla,n/a,86,0,0
Zent_r,"Dvustaen apartament v Zent_r
Zent_r, Sofia",235000EUR,2,75,Tuhla,n/a,86,0,0
Mladost 1,"Dvustaen apartament v Mladost 1
Mladost 1, Sofia",149900EUR,2,50,Tuhla,n/a,86,0,1
Razsadnika,"2-staen apartament, kv. Razsadnika
Razsadnika, Sofia",180400EUR,2,82,Tuhla,2019,86,0,1
Manastirski Livadi,"Dvustaen, kv. Manastirski livadi
Manastirski Livadi, Sofia",164800EUR,2,103,Tuhla,2023,86,0,1
Manastirski Livadi,"Dvustaen, Manastirski livadi - Iztok
Manastirski Livadi, Sofia",129200EUR,2,76,Tuhla,2023,86,0,1
Drujba 2,"Dvustaen apartament kv. Drujba 2
Drujba 2, Sofia",168000EUR,2,77,Tuhla,2022,86,0,1
Ovca Kupel 2,"Na 150m. ot Metro - 4 otdelni stai - gotov za nanasane
Ovca Kupel 2, Sofia",186500EUR,3,89,Panel,1990,86,0,1
Ovca Kupel 1,"Imot bez analog v rajona - TEZ - Panorama - Sreden etaj
Ovca Kupel 1, Sofia",279000EUR,3,128,Tuhla,2001,86,0,1
